0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.043649465858077062e-18 0.000000000000000000e+00 2.164487621692835084e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 0.000000000000000000e+00 -6.964740163543050403e-40 0.000000000000000000e+00 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
1.371071353273300986e-05 7.110235019829264091e-02 7.110185565654703055e-02 3.171324061076812723e-02 6.863984690620845671e-05 2.105858538037341104e-02 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -3.980482056045502258e-07 -8.647142289694951474e-08 6.027251848120077495e-11 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
4.169953934984871324e-05 2.162495221624994024e-01 2.162444005069230901e-01 9.628673068988979900e-02 6.201844274894513596e-04 6.292351511457965063e-02 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -1.137182466915139923e-05 -8.119894627154511576e-07 1.722110955671311016e-09 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
8.453381948780869237e-05 4.383836933411094927e-01 4.383546313113362847e-01 1.947424845450497211e-01 2.459327615115015648e-03 1.242027765393588917e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -9.679784760567144292e-05 -3.408324203057310953e-06 1.466384983529192049e-08 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
1.427808370142447103e-04 7.404467353763259929e-01 7.403063177345499124e-01 3.280231021190087026e-01 6.687148779169137594e-03 2.024657933482036931e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -4.781457254533119758e-04 -9.973360601192436358e-06 7.246230200962352606e-08 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
2.170078137750940952e-04 1.125380202420942055e+00 1.124780601314649076e+00 4.968960419170220244e-01 1.454398451589860447e-02 2.944448061422412222e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -1.718677337371013990e-03 -2.365298783456456109e-05 2.605719407305371241e-07 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
3.077819081407361947e-04 1.596125319450033109e+00 1.593912181611315093e+00 7.014813701804365476e-01 2.721892966267767250e-02 3.963105472527742590e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -4.981768284725915721e-03 -4.865495282468065196e-05 7.554202778435900458e-07 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
4.156702127537936775e-04 2.155622970581291042e+00 2.148568636179320812e+00 9.401958910054090124e-01 4.566743723298018892e-02 5.040071431645216649e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -1.227870555596586970e-02 -8.978143645795671720e-05 1.860546199885885075e-06 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
5.275290387434239392e-04 2.735711337193031945e+00 2.717918867902521907e+00 1.179625526810986758e+00 6.763267923667236337e-02 6.024008918566142734e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -2.463060294009045137e-02 -1.438436521909352889e-04 3.725004435692764965e-06 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
6.433579417870483041e-04 3.336388115074059080e+00 3.298192924991181219e+00 1.415245064464810687e+00 9.249193922613969943e-02 6.921472523960185974e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -4.302616760017188152e-02 -2.090492999646162940e-04 6.487550667019493006e-06 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
7.631564617923691785e-04 3.957650918233039938e+00 3.884810062158415178e+00 1.642279855366823638e+00 1.196940035993364210e-01 7.739792485667076338e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -6.795673174071240052e-02 -2.823447028575982055e-04 1.020744451286445005e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
8.869241228990354386e-04 4.599497278907138664e+00 4.472661471036921021e+00 1.856339095486334134e+00 1.487610230579640702e-01 8.486670237329506650e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -9.935764842294199373e-02 -3.599078941718331158e-04 1.486036832980654037e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
1.014660433480419005e-03 5.261924647571223801e+00 5.056451911678451872e+00 2.053867267421476850e+00 1.792847749825063342e-01 9.169731843227495460e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -1.366517079500358944e-01 -4.377430820831948823e-04 2.034902719608628924e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
1.146364886145945011e-03 5.944930392949966169e+00 5.631040719012941231e+00 2.232374818854812037e+00 2.109191785377178552e-01 9.796141197825483093e-01 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -1.788643167608650053e-01 -5.121960072443301629e-04 2.652139418158892914e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
1.282036957742870974e-03 6.648511802027045725e+00 6.191734746573502868e+00 2.390474959133960020e+00 2.433708237864400104e-01 1.037232673740294375e+00 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -2.247728164384185934e-01 -5.802848245074441200e-04 3.319897992679884729e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
1.421676109358172013e-03 7.372666080054941951e+00 6.734504325216657428e+00 2.527782384351854983e+00 2.763890338599297447e-01 1.090383614277412816e+00 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -2.730568406437616225e-01 -6.398366457009617382e-04 4.019048804757280725e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
1.565281786321093055e-03 8.117390350568175705e+00 7.256111921581340773e+00 2.644733244565340868e+00 3.097566434892663478e-01 1.139530775969735732e+00 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -3.224268187495392124e-01 -6.894848813328776369e-04 4.730651602090066223e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
1.712853418205150923e-03 8.882681655393671605e+00 7.754158045599447213e+00 2.742375847650483589e+00 3.432822803122775324e-01 1.185053220376035776e+00 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -3.717187995118702015e-01 -7.285934580542477793e-04 5.438953028680475996e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
1.864390418830353053e-03 9.668536954662272365e+00 8.227058594739762754e+00 2.822167099378512400e+00 3.767945255115353054e-01 1.227257151591260032e+00 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 -4.199529334143857762e-01 -7.571221308277801881e-04 6.130008783913751995e-05 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100 1.000000000000000016e+100
